og	short_id	orig_id	length	tmr_count	tmhmm_label	signalp_prediction	signalp_cs_pos	signalp_sp_likelihood
OG0000049	OG0000049__000052	jgi|Callep1130_1|4246305|gm4et.34356_g	1098	0	GLOB	Other		0.002
OG0000049	OG0000049__000053	jgi|Callep1130_1|4246536|gm4et.34587_g	381	0	GLOB	Other		0.000
OG0000049	OG0000049__000054	jgi|Callep1130_1|4247584|gm4et.35635_g	857	0	GLOB	Other		0.000
OG0000049	OG0000049__000055	jgi|Callep1130_1|4247712|gm4et.35763_g	170	0	GLOB	Other		0.000
OG0000049	OG0000049__000056	jgi|Callep1130_1|4247839|gm4et.35890_g	1451	0	GLOB	Other		0.000
OG0000049	OG0000049__000057	jgi|Callep1130_1|4248197|gm4et.36248_g	171	0	GLOB	Other		0.000
OG0000049	OG0000049__000058	jgi|Callep1130_1|4248474|gm4et.36525_g	1142	0	GLOB	Other		0.000
OG0000049	OG0000049__000059	jgi|Callep1130_1|4249358|gm4et.37409_g	1185	0	GLOB	Other		0.000
OG0000049	OG0000049__000060	jgi|Callep1130_1|4249387|gm4et.37438_g	94	0	GLOB	Other		0.000
OG0000049	OG0000049__000061	jgi|Callep1130_1|4249388|gm4et.37439_g	329	0	GLOB	Other		0.000
OG0000049	OG0000049__000062	jgi|Callep1130_1|4249509|gm4et.37560_g	1078	0	GLOB	Other		0.000
OG0000049	OG0000049__000063	jgi|Callep1130_1|4249519|gm4et.37570_g	765	0	GLOB	Other		0.000
OG0000049	OG0000049__000064	jgi|Callep1130_1|4249521|gm4et.37572_g	254	0	GLOB	Other		0.000
OG0000049	OG0000049__000065	jgi|Callep1130_1|4249764|gm4et.37815_g	767	0	GLOB	Other		0.000
OG0000049	OG0000049__000066	jgi|Callep1130_1|4249863|gm4et.37914_g	1177	0	GLOB	Other		0.000
OG0000049	OG0000049__000067	jgi|Callep1130_1|4252329|gm4et.40380_g	335	0	GLOB	Other		0.000
OG0000049	OG0000049__000068	jgi|Callep1130_1|4253431|gm4et.41482_g	752	0	GLOB	Other		0.000
OG0000049	OG0000049__000069	jgi|Callep1130_1|4253523|gm4et.41574_g	193	0	GLOB	Other		0.000
OG0000049	OG0000049__000070	jgi|Callep1130_1|4254197|gm4et.42248_g	405	0	GLOB	Other		0.000
OG0000049	OG0000049__000071	jgi|Callep1130_1|4255052|gm4et.43103_g	459	0	GLOB	Other		0.000
OG0000049	OG0000049__000072	jgi|Callep1130_1|4255825|gm4et.43876_g	1027	0	GLOB	Other		0.000
OG0000049	OG0000049__000073	jgi|Callep1130_1|4256089|gm4et.44140_g	834	0	GLOB	Other		0.000
OG0000049	OG0000049__000074	jgi|Callep1130_1|4256778|gm4et.44829_g	541	0	GLOB	Other		0.000
OG0000049	OG0000049__000075	jgi|Callep1130_1|4257017|gm4et.45068_g	915	0	GLOB	Other		0.000
OG0000049	OG0000049__000076	jgi|Callep1130_1|4258104|gm4et.46155_g	291	0	GLOB	Other		0.000
OG0000049	OG0000049__000077	jgi|Callep1130_1|4258448|gm4et.46499_g	193	0	GLOB	Other		0.000
OG0000049	OG0000049__000078	jgi|Callep1130_1|4260079|gm4et.48130_g	875	0	GLOB	Other		0.000
OG0000049	OG0000049__000079	jgi|Callep1130_1|4260163|gm4et.48214_g	537	0	GLOB	Other		0.000
OG0000049	OG0000049__000080	jgi|Callep1130_1|4261164|gm4et.49215_g	339	0	GLOB	Other		0.000
OG0000049	OG0000049__000081	jgi|Callep1130_1|4261165|gm4et.49216_g	575	0	GLOB	Other		0.000
OG0000049	OG0000049__000082	jgi|Callep1130_1|4263057|gm4et.51108_g	319	0	GLOB	Other		0.002
OG0000049	OG0000049__000083	jgi|Callep1130_1|4263058|gm4et.51109_g	636	0	GLOB	Other		0.000
OG0000049	OG0000049__000084	jgi|Callep1130_1|4264035|gm4et.52086_g	915	0	GLOB	Other		0.000
OG0000049	OG0000049__000085	jgi|Callep1130_1|4266594|gm4et.54645_g	941	0	GLOB	Other		0.000
OG0000049	OG0000049__000086	jgi|Callep1130_1|4267320|gm4et.55371_g	1114	0	GLOB	Other		0.000
OG0000049	OG0000049__000087	jgi|Callep1130_1|4267475|gm4et.55526_g	665	0	GLOB	Other		0.000
OG0000049	OG0000049__000088	jgi|Callep1130_1|4267477|gm4et.55528_g	350	0	GLOB	Other		0.002
OG0000049	OG0000049__000089	jgi|Callep1130_1|4268945|gm4et.56996_g	551	0	GLOB	Other		0.000
OG0000049	OG0000049__000090	jgi|Callep1130_1|4269434|gm4et.57485_g	406	0	GLOB	Other		0.000
OG0000049	OG0000049__000091	jgi|Callep1130_1|4270812|gm4et.58863_g	388	0	GLOB	Other		0.000
OG0000049	OG0000049__000092	jgi|Callep1130_1|4271803|gm4et.59854_g	1080	0	GLOB	Other		0.000
OG0000049	OG0000049__000093	jgi|Callep1130_1|4273094|gm4et.61145_g	391	0	GLOB	Other		0.000
OG0000049	OG0000049__000094	jgi|Callep1130_1|4273218|gm4et.61269_g	1252	0	GLOB	Other		0.000
OG0000049	OG0000049__000095	jgi|Callep1130_1|4273515|gm4et.61566_g	839	0	GLOB	Other		0.000
OG0000049	OG0000049__000096	jgi|Callep1130_1|4275072|gm4et.63123_g	1080	0	GLOB	Other		0.000
OG0000049	OG0000049__000097	jgi|Callep1130_1|4277198|gm4et.65249_g	562	0	GLOB	Other		0.000
OG0000049	OG0000049__000098	jgi|Callep1130_1|4277387|gm4et.65438_g	59	0	GLOB	Other		0.000
OG0000049	OG0000049__000099	jgi|Callep1130_1|4278000|gm4et.66051_g	638	0	GLOB	Other		0.000
OG0000049	OG0000049__000100	jgi|Callep1130_1|4278457|gm4et.66508_g	339	0	GLOB	Other		0.000
OG0000049	OG0000049__000101	jgi|Callep1130_1|4278458|gm4et.66509_g	729	0	GLOB	Other		0.000
OG0000049	OG0000049__000102	jgi|Callep1130_1|4279065|gm4et.67116_g	222	0	GLOB	Other		0.000
OG0000049	OG0000049__000103	jgi|Callep1130_1|4279066|gm4et.67117_g	1200	0	GLOB	Other		0.000
OG0000049	OG0000049__000104	jgi|Callep1130_1|4280262|gm4et.68313_g	1143	0	GLOB	Other		0.000
OG0000049	OG0000049__000105	jgi|Callep1130_1|4280454|gm4et.68505_g	468	0	GLOB	Other		0.000
OG0000049	OG0000049__000106	jgi|Callep1130_1|4280455|gm4et.68506_g	245	0	GLOB	Other		0.000
OG0000049	OG0000049__000107	jgi|Callep1130_1|4280607|gm4et.68658_g	945	0	GLOB	Other		0.000
OG0000049	OG0000049__000108	jgi|Callep1130_1|4281038|gm4et.69089_g	497	0	GLOB	Other		0.000
OG0000049	OG0000049__000109	jgi|Callep1130_1|4282151|gm4et.70202_g	1184	0	GLOB	Other		0.000
OG0000049	OG0000049__000110	jgi|Callep1130_1|4283907|gm4et.71958_g	257	0	GLOB	Other		0.000
OG0000049	OG0000049__000111	jgi|Callep1130_1|4284582|gm4et.72633_g	1127	0	GLOB	Other		0.000
OG0000049	OG0000049__000112	jgi|Callep1130_1|4287423|gm4et.75474_g	1333	6	TM	Other		0.002
OG0000049	OG0000049__000113	jgi|Callep1130_1|4288513|gm4et.76564_g	945	0	GLOB	Other		0.000
OG0000049	OG0000049__000114	jgi|Callep1130_1|4290297|gm4et.78348_g	1060	0	GLOB	Other		0.000
OG0000049	OG0000049__000115	jgi|Callep1130_1|4290977|gm4et.79028_g	960	0	GLOB	Other		0.000
OG0000049	OG0000049__000116	jgi|Callep1130_1|4291229|gm4et.79280_g	1389	0	GLOB	Other		0.000
OG0000049	OG0000049__000117	jgi|Callep1130_1|4291809|gm4et.79860_g	1087	0	GLOB	Other		0.000
OG0000049	OG0000049__000118	jgi|Callep1130_1|4292822|gm4et.80873_g	67	0	SP	Other		0.011
OG0000049	OG0000049__000119	jgi|Callep1130_1|4293649|gm4et.81700_g	948	0	GLOB	Other		0.000
OG0000049	OG0000049__000120	jgi|Callep1130_1|4293872|gm4et.81923_g	1143	0	GLOB	Other		0.000
OG0000049	OG0000049__000121	jgi|Callep1130_1|4294430|gm4et.82481_g	1201	0	GLOB	Other		0.000
OG0000049	OG0000049__000122	jgi|Callep1130_1|4295693|gm4et.83744_g	1252	0	GLOB	Other		0.000
OG0000049	OG0000049__000123	jgi|Callep1130_1|4295913|gm4et.83964_g	521	0	GLOB	Other		0.000
OG0000049	OG0000049__000124	jgi|Callep1130_1|4300160|estExt_Genemark4ET.C_2090016	518	1	TM	Other		0.000
OG0000049	OG0000049__000125	jgi|Emihu1|115708|fgeneshEH_pg.262__1	557	1	TM	Other		0.000
OG0000049	OG0000049__000126	jgi|Gepoce1|366116|evm.geph.scaffold_1044.7	191	0	GLOB	Other		0.000
OG0000049	OG0000049__000127	jgi|Gepoce1|366335|evm.geph.scaffold_1061.5	306	0	GLOB	Other		0.000
OG0000049	OG0000049__000128	jgi|Gepoce1|371524|evm.geph.scaffold_153.28	117	0	GLOB	Other		0.000
OG0000049	OG0000049__000129	jgi|Gepoce1|372452|evm.geph.scaffold_1644.3	104	0	GLOB	Other		0.000
OG0000049	OG0000049__000130	jgi|Gepoce1|375749|evm.geph.scaffold_2113.1	322	0	GLOB	Other		0.000
OG0000049	OG0000049__000131	jgi|Gepoce1|381371|evm.geph.scaffold_3278.2	143	0	GLOB	Other		0.000
OG0000049	OG0000049__000132	jgi|Gepoce1|383617|evm.geph.scaffold_387.9	73	0	GLOB	Other		0.001
OG0000049	OG0000049__000133	jgi|Gepoce1|391199|evm.geph.scaffold_57.42	367	0	GLOB	Other		0.000
OG0000049	OG0000049__000134	jgi|Gepoce1|393409|evm.geph.scaffold_687.19	698	0	GLOB	Other		0.000
OG0000049	OG0000049__000135	jgi|Gepoce1|394641|evm.geph.scaffold_75.24	305	0	GLOB	Other		0.000
OG0000049	OG0000049__000136	jgi|Hymcor1016_1|1925589|estExt_Genewise1.C_9950031	181	0	GLOB	Other		0.001
OG0000049	OG0000049__000137	jgi|Hymcor1016_1|2586609|gm4et.35639_g	199	0	GLOB	Other		0.000
OG0000049	OG0000049__000138	jgi|Hymcor1016_1|2587694|gm4et.36724_g	205	0	GLOB	Other		0.000
OG0000049	OG0000049__000139	jgi|Hymcor1016_1|2596483|gm4et.45513_g	226	0	GLOB	Other		0.000
OG0000049	OG0000049__000140	jgi|Ochro3194_1|3890968|fgenesh1_kg.13_9400_TRINITY_DN28525_c0_g1_i1	248	0	GLOB	Other		0.000
OG0000049	OG0000049__000141	jgi|Ochro3194_1|4076744|fgenesh1_kg.38_3679_TRINITY_DN28525_c0_g1_i1	249	0	GLOB	Other		0.000
OG0000049	OG0000049__000142	jgi|Ochro3194_1|4488996|fgenesh1_kg.151_642_TRINITY_DN28525_c0_g1_i1	250	0	GLOB	Other		0.000
OG0000049	OG0000049__000143	jgi|Ochro3194_1|4911324|MIX51839_1231_66	217	0	GLOB	Other		0.000
OG0000049	OG0000049__000144	jgi|Ochro3194_1|5368743|gm4et.7617_g	115	0	SP	Other		0.000
OG0000049	OG0000049__000145	jgi|Ochro3194_1|5368990|gm4et.7864_g	113	0	GLOB	Other		0.000
OG0000049	OG0000049__000146	jgi|Ochro3194_1|5403740|gm4et.42614_g	381	0	GLOB	Other		0.000
OG0000049	OG0000049__000147	jgi|Ochro3194_1|5418972|gm4et.57846_g	155	0	GLOB	Other		0.000
OG0000049	OG0000049__000148	jgi|Pleelo874_1|667748|PEPCE667747_1	456	0	GLOB	Other		0.000
OG0000049	OG0000049__000149	jgi|Pleelo874_1|954829|CE954828_1643	347	0	GLOB	Other		0.000
OG0000049	OG0000049__000150	jgi|Pleelo874_1|1134119|CE1134118_109	324	0	GLOB	Other		0.022
OG0000049	OG0000049__000151	jgi|Pleelo874_1|1382950|CE1382949_339	258	0	GLOB	Other		0.029
OG0000049	OG0000049__000152	jgi|Pleelo874_1|2816449|estExt_Genewise1.C_2280103	732	0	GLOB	Other		0.000
OG0000049	OG0000049__000153	jgi|Pleelo874_1|2844149|estExt_Genewise1.C_13400055	395	0	GLOB	Other		0.000
OG0000049	OG0000049__000154	jgi|Pleelo874_1|2848009|estExt_Genewise1.C_15680022	395	0	GLOB	Other		0.000
OG0000049	OG0000049__000155	jgi|Pleelo874_1|2868875|estExt_Genewise1.C_30050089	395	0	GLOB	Other		0.000
OG0000049	OG0000049__000156	jgi|Pleelo874_1|2876867|estExt_Genewise1.C_36910004	393	0	GLOB	Other		0.000
OG0000049	OG0000049__000157	jgi|Pleelo874_1|2879195|estExt_Genewise1.C_39180030	235	0	GLOB	Other		0.000
OG0000049	OG0000049__000158	jgi|Pleelo874_1|2894001|estExt_Genewise1.C_56980010	638	0	GLOB	Other		0.000
OG0000049	OG0000049__000159	jgi|Pleelo874_1|2899502|estExt_Genewise1.C_65450013	379	0	GLOB	Other		0.000
OG0000049	OG0000049__000160	jgi|Pleelo874_1|4500302|estExt_Genewise1Plus.C_3160048	680	0	GLOB	Other		0.000
OG0000049	OG0000049__000161	jgi|Pleelo874_1|4576613|estExt_Genewise1Plus.C_69860005	182	0	GLOB	Other		0.000
OG0000049	OG0000049__000162	jgi|Pleelo874_1|4579208|estExt_Genewise1Plus.C_75160018	440	0	GLOB	Other		0.000
OG0000049	OG0000049__000163	jgi|Pleelo874_1|4581699|estExt_Genewise1Plus.C_80910009	638	0	GLOB	Other		0.000
OG0000049	OG0000049__000164	jgi|Pleelo874_1|4949563|fgenesh1_pm.7818_#_2	163	0	GLOB	Other		0.000
OG0000049	OG0000049__000165	jgi|Pleelo874_1|4966675|fgenesh1_kg.11_#_3141_#_OTBYH_transcript_31019	638	0	GLOB	Other		0.000
OG0000049	OG0000049__000166	jgi|Pleelo874_1|5039536|fgenesh1_kg.73_#_1277_#_TRINITY_DN4045_c0_g1_i2	342	0	GLOB	Other		0.000
OG0000049	OG0000049__000167	jgi|Pleelo874_1|5183252|fgenesh1_kg.325_#_195_#_TRINITY_DN18_c0_g1_i11	310	0	GLOB	Other		0.000
OG0000049	OG0000049__000168	jgi|Pleelo874_1|5467994|fgenesh1_kg.1159_#_56_#_TRINITY_DN18_c0_g1_i7	246	0	GLOB	Other		0.000
OG0000049	OG0000049__000169	jgi|Pleelo874_1|5677010|fgenesh1_kg.2071_#_5_#_TRINITY_DN334_c0_g1_i7	406	0	GLOB	Other		0.000
OG0000049	OG0000049__000170	jgi|Pleelo874_1|5692897|fgenesh1_kg.2149_#_79_#_TRINITY_DN20052_c0_g1_i1	921	0	GLOB	Other		0.000
OG0000049	OG0000049__000171	jgi|Pleelo874_1|6188311|fgenesh1_kg.5941_#_1_#_OTBYH_transcript_31019	638	0	GLOB	Other		0.000
OG0000049	OG0000049__000172	jgi|Pleelo874_1|6232775|fgenesh1_kg.6478_#_4_#_OTBYH_transcript_31019	638	0	GLOB	Other		0.000
OG0000049	OG0000049__000173	jgi|Pleelo874_1|6472077|MIX2328_1_7	723	0	GLOB	Other		0.000
OG0000049	OG0000049__000174	jgi|Pleelo874_1|6472098|MIX2349_13_100	172	0	GLOB	Other		0.000
OG0000049	OG0000049__000175	jgi|Pleelo874_1|6472971|MIX3222_2_7	737	0	GLOB	Other		0.000
OG0000049	OG0000049__000176	jgi|Pleelo874_1|6474015|MIX4266_10_26	642	0	GLOB	Other		0.000
OG0000049	OG0000049__000177	jgi|Pleelo874_1|6477852|MIX8103_1_6	898	0	GLOB	Other		0.000
OG0000049	OG0000049__000178	jgi|Pleelo874_1|6480369|MIX10620_19_11	704	0	GLOB	Other		0.000
OG0000049	OG0000049__000179	jgi|Pleelo874_1|6481208|MIX11459_4_21	728	0	GLOB	Other		0.000
OG0000049	OG0000049__000180	jgi|Pleelo874_1|6481448|MIX11699_2_5	673	0	GLOB	Other		0.000
OG0000049	OG0000049__000181	jgi|Pleelo874_1|6483406|MIX13657_30_26	707	0	GLOB	Other		0.000
OG0000049	OG0000049__000182	jgi|Pleelo874_1|6483721|MIX13972_1_6	771	0	GLOB	Other		0.000
OG0000049	OG0000049__000183	jgi|Pleelo874_1|6484010|MIX14261_3_100	168	0	GLOB	Other		0.000
OG0000049	OG0000049__000184	jgi|Pleelo874_1|6484646|MIX14897_4_21	728	0	GLOB	Other		0.000
OG0000049	OG0000049__000185	jgi|Pleelo874_1|6485806|MIX16057_2_5	1442	0	GLOB	Other		0.000
OG0000049	OG0000049__000186	jgi|Pleelo874_1|6486173|MIX16424_45_46	743	0	GLOB	Other		0.000
OG0000049	OG0000049__000187	jgi|Pleelo874_1|6487285|MIX17536_2_5	1460	0	GLOB	Other		0.000
OG0000049	OG0000049__000188	jgi|Pleelo874_1|6488347|MIX18598_2_14	695	0	GLOB	Other		0.000
OG0000049	OG0000049__000189	jgi|Pleelo874_1|6490434|MIX20685_2_5	1263	0	GLOB	Other		0.000
OG0000049	OG0000049__000190	jgi|Pleelo874_1|6495342|MIX25593_10_8	1369	0	GLOB	Other		0.000
OG0000049	OG0000049__000191	jgi|Pleelo874_1|6497947|MIX28198_7_14	1084	0	GLOB	Other		0.000
OG0000049	OG0000049__000192	jgi|Pleelo874_1|6498592|MIX28843_1_7	736	0	GLOB	Other		0.000
OG0000049	OG0000049__000193	jgi|Pleelo874_1|6500218|MIX30469_3_4	1115	0	GLOB	Other		0.000
OG0000049	OG0000049__000194	jgi|Pleelo874_1|6500951|MIX31202_1_4	1215	0	GLOB	Other		0.000
OG0000049	OG0000049__000195	jgi|Pleelo874_1|6501851|MIX32102_11_17	573	0	GLOB	Other		0.000
OG0000049	OG0000049__000196	jgi|Pleelo874_1|6503539|MIX33790_6_5	1348	0	GLOB	Other		0.000
OG0000049	OG0000049__000197	jgi|Pleelo874_1|6504219|MIX34470_1_3	1433	0	GLOB	Other		0.000
OG0000049	OG0000049__000198	jgi|Pleelo874_1|6504639|MIX34890_2_8	735	0	GLOB	Other		0.000
OG0000049	OG0000049__000199	jgi|Pleelo874_1|6516223|MIX46474_2_5	1046	0	GLOB	Other		0.000
OG0000049	OG0000049__000200	jgi|Pleelo874_1|6516927|MIX47178_16_21	712	0	GLOB	Other		0.000
OG0000049	OG0000049__000201	jgi|Pleelo874_1|6517434|MIX47685_16_11	520	0	GLOB	Other		0.000
OG0000049	OG0000049__000202	jgi|Pleelo874_1|6517905|MIX48156_203_100	262	0	GLOB	Other		0.000
OG0000049	OG0000049__000203	jgi|Pleelo874_1|6518104|MIX48355_1_3	1454	0	GLOB	Other		0.000
OG0000049	OG0000049__000204	jgi|Pleelo874_1|6524591|MIX54842_3_10	1162	0	GLOB	Other		0.000
OG0000049	OG0000049__000205	jgi|Pleelo874_1|6526239|MIX56490_2_4	1162	0	GLOB	Other		0.000
OG0000049	OG0000049__000206	jgi|Pleelo874_1|6527822|MIX58073_51_34	702	0	GLOB	Other		0.000
OG0000049	OG0000049__000207	jgi|Pleelo874_1|6530200|MIX60451_2_3	1093	0	GLOB	Other		0.000
OG0000049	OG0000049__000208	jgi|Pleelo874_1|6531223|MIX61474_4_6	801	0	GLOB	Other		0.000
OG0000049	OG0000049__000209	jgi|Pleelo874_1|6532717|MIX62968_2_9	860	0	GLOB	Other		0.000
OG0000049	OG0000049__000210	jgi|Pleelo874_1|6533475|MIX63726_4_7	708	0	GLOB	Other		0.000
OG0000049	OG0000049__000211	jgi|Pleelo874_1|6535211|MIX65462_7_9	1149	0	GLOB	Other		0.000
OG0000049	OG0000049__000212	jgi|Pleelo874_1|6535783|MIX66034_6_20	773	0	GLOB	Other		0.000
OG0000049	OG0000049__000213	jgi|Pleelo874_1|6537117|MIX67368_3_10	731	0	GLOB	Other		0.000
OG0000049	OG0000049__000214	jgi|Pleelo874_1|6537375|MIX67626_7_16	1031	0	GLOB	Other		0.000
OG0000049	OG0000049__000215	jgi|Pleelo874_1|6538621|MIX68872_8_3	1451	0	GLOB	Other		0.000
OG0000049	OG0000049__000216	jgi|Pleelo874_1|6543562|MIX73813_2_5	1049	0	GLOB	Other		0.003
OG0000049	OG0000049__000217	jgi|Pleelo874_1|6544868|MIX75119_1_4	1360	0	GLOB	Other		0.000
OG0000049	OG0000049__000218	jgi|Pleelo874_1|6544997|MIX75248_13_12	707	0	GLOB	Other		0.000
OG0000049	OG0000049__000219	jgi|Pleelo874_1|6549216|MIX79467_2_5	1450	0	GLOB	Other		0.000
OG0000049	OG0000049__000220	jgi|Pleelo874_1|6552145|MIX82396_4_8	1268	0	GLOB	Other		0.000
OG0000049	OG0000049__000221	jgi|Pleelo874_1|6556529|MIX86780_1_32	748	0	GLOB	Other		0.000
OG0000049	OG0000049__000222	jgi|Pleelo874_1|6556549|MIX86800_1_5	937	0	GLOB	Other		0.000
OG0000049	OG0000049__000223	jgi|Pleelo874_1|6556678|MIX86929_2_4	1392	0	GLOB	Other		0.000
OG0000049	OG0000049__000224	jgi|Pleelo874_1|6556861|MIX87112_5_14	779	0	GLOB	Other		0.000
OG0000049	OG0000049__000225	jgi|Pleelo874_1|6562044|MIX92295_1_4	1269	0	GLOB	Other		0.000
OG0000049	OG0000049__000226	jgi|Pleelo874_1|6563917|MIX94168_2_11	933	0	GLOB	Other		0.000
OG0000049	OG0000049__000227	jgi|Pleelo874_1|6565285|MIX95536_1_4	1239	0	GLOB	Other		0.000
OG0000049	OG0000049__000228	jgi|Pleelo874_1|6565421|MIX95672_2_6	719	0	GLOB	Other		0.000
OG0000049	OG0000049__000229	jgi|Pleelo874_1|6566521|MIX96772_2_7	1049	0	GLOB	Other		0.000
OG0000049	OG0000049__000230	jgi|Pleelo874_1|6567486|MIX97737_2_6	891	0	GLOB	Other		0.000
OG0000049	OG0000049__000231	jgi|Pleelo874_1|6569842|MIX100093_2_5	1450	0	GLOB	Other		0.000
OG0000049	OG0000049__000232	jgi|Pleelo874_1|6572833|MIX103084_2_4	1418	0	GLOB	Other		0.000
OG0000049	OG0000049__000233	jgi|Pleelo874_1|6575717|MIX105968_2_14	710	0	GLOB	Other		0.000
